Field,LocalizationKey,English,TemplateCount,Categories,Templates
name,item_craftingresults_cooking_Foodstuff,Undercooked Food,5,food,ItemTemplate_Cooking_Generic_Foodstuff_1 | ItemTemplate_Cooking_Generic_Foodstuff_2 | ItemTemplate_Cooking_Generic_Foodstuff_3 | ItemTemplate_Cooking_Generic_Foodstuff_4 | ItemTemplate_Cooking_Generic_Foodstuff_5
name,item_craftingresults_cooking_Foodstuff_Delicious,Delicious Food,4,food,ItemTemplate_Cooking_Generic_Foodstuff_Delicious_1 | ItemTemplate_Cooking_Generic_Foodstuff_Delicious_2 | ItemTemplate_Cooking_Generic_Foodstuff_Delicious_3 | ItemTemplate_Cooking_Generic_Foodstuff_Delicious_4
name,item_craftingresults_cooking_Foodstuff_Tasty,Tasty Food,5,food,ItemTemplate_Cooking_Generic_Foodstuff_Tasty_1 | ItemTemplate_Cooking_Generic_Foodstuff_Tasty_2 | ItemTemplate_Cooking_Generic_Foodstuff_Tasty_3 | ItemTemplate_Cooking_Generic_Foodstuff_Tasty_4 | ItemTemplate_Cooking_Generic_Foodstuff_Tasty_5
name,item_craftingresults_cooking_FriedCheese,Fried Cheese,1,food,ItemTemplate_Cooking_Custom_FriedCheese
name,item_craftingresults_cooking_FriedFish,Fried Fish,1,food,ItemTemplate_Cooking_Custom_FriedFish
name,item_craftingresults_cooking_FriedPotatoesAndOnions,Fried Potatoes And Onions,1,food,ItemTemplate_Cooking_Custom_FriedPotatoesAndOnions
name,item_craftingresults_cooking_GrandmasSecret,Grandma's Secret,1,food,ItemTemplate_Cooking_Custom_GrandmasSecret
name,item_craftingresults_cooking_Grog,Grog,1,food,ItemTemplate_Crafting_Alchemy_Grog
name,item_craftingresults_cooking_HeartyOmelet,Hearty Omelet,1,food,ItemTemplate_Cooking_Custom_HeartyOmelet
name,item_craftingresults_cooking_HoneyedApples,Honeyed Apples,1,food,ItemTemplate_Cooking_Custom_HoneyedApples
name,item_craftingresults_cooking_HuntersDelicacy,Hunters Delicacy,1,food,ItemTemplate_Cooking_Custom_HuntersDelicacy
name,item_craftingresults_cooking_HuntersStew,Hunters Stew,1,food,ItemTemplate_Cooking_Custom_HuntersStew
name,item_craftingresults_cooking_KamelotsDelicacy,Kamelot Delicacy,1,food,ItemTemplate_Cooking_Custom_KamelotsDelicacy
name,item_craftingresults_cooking_MashedPotatoes,Mashed Potatoes,1,food,ItemTemplate_Cooking_Custom_MashedPotatoes
name,item_craftingresults_cooking_Mead,Mead,1,food,ItemTemplate_Crafting_Alchemy_Mead
name,item_craftingresults_cooking_Noodles,Noodles,1,food,ItemTemplate_Cooking_Custom_Noodles
name,item_craftingresults_cooking_Oatmeal,Oatmeal,1,food,ItemTemplate_Cooking_Custom_Oatmeal
name,item_craftingresults_cooking_OatmealMilk,Oatmeal with Milk,1,food,ItemTemplate_Cooking_Custom_OatmealMilk
name,item_craftingresults_cooking_OnionBun,Onion Bun,1,food,ItemTemplate_Cooking_Custom_OnionBun
name,item_craftingresults_cooking_Pancake,Pancake,1,food,ItemTemplate_Cooking_Custom_Pancake
name,item_craftingresults_cooking_PeasantsStew,Peasant's Stew,1,food,ItemTemplate_Cooking_Custom_PeasantsStew
name,item_craftingresults_cooking_PorkAspic,Pork Aspic,1,food,ItemTemplate_Cooking_Custom_PorkAspic
name,item_craftingresults_cooking_PoultryStew,Poultry Stew,1,food,ItemTemplate_Cooking_Custom_PoultryStew
name,item_craftingresults_cooking_ReefboundsDelight,Reefbound’s Delight,1,food,ItemTemplate_Cooking_Custom_SoS_ReefboundsDelight
name,item_craftingresults_cooking_Roast,Roast,1,food,ItemTemplate_Cooking_Custom_Roast
name,item_craftingresults_cooking_Rum,Rum,1,food,ItemTemplate_Crafting_Alchemy_Rum
name,item_craftingresults_cooking_SailorsRevenge,Sailor’s Revenge,1,food,ItemTemplate_Cooking_Custom_SoS_SailorsRevenge
name,item_craftingresults_cooking_SarrasBloodSausage,Sarras Blood Sausage,1,food,ItemTemplate_Cooking_Custom_SoS_SarrasBloodSausage_Quest
name,item_craftingresults_cooking_Scones,Scones,1,food,ItemTemplate_Cooking_Custom_Scones
name,item_craftingresults_cooking_ScrambledEggsMeat,Scrambled Eggs with Meat,1,food,ItemTemplate_Cooking_Custom_ScrambledEggsMeat
name,item_craftingresults_cooking_ScrambledEggsVegetables,Scrambled Eggs with Vegetables,1,food,ItemTemplate_Cooking_Custom_ScrambledEggsVegetables
name,item_craftingresults_cooking_SeaSalad,Sea Salad,1,food,ItemTemplate_Cooking_Custom_SoS_SeaSalad
name,item_craftingresults_cooking_SeaSoup,Sea Soup,1,food,ItemTemplate_Cooking_Custom_SoS_SeaSoup
name,item_craftingresults_cooking_SeaweedCake,Seaweed Cake,1,food,ItemTemplate_Cooking_Custom_SoS_SeaweedCake_Quest
name,item_craftingresults_cooking_SewalsDelight,Sewals Delight,1,food,ItemTemplate_Cooking_Custom_SewalsDelight
name,item_craftingresults_cooking_Shortbread,Shortbread,1,food,ItemTemplate_Cooking_Custom_Shortbread
name,item_craftingresults_cooking_SimpleMeal,Simple Meal,1,food,ItemTemplate_Cooking_Custom_SimpleMeal
name,item_craftingresults_cooking_Slop,Inedible Slop,1,food,ItemTemplate_Cooking_ZZZ_Generic_Trash
name,item_craftingresults_cooking_SourHerringAndCheese,Sour Herring and Cheese,1,food,ItemTemplate_Cooking_Custom_SourHerringAndCheese
name,item_craftingresults_cooking_SouthernStyleCrab,Southern Style Crab,1,food,ItemTemplate_Cooking_Custom_SouthernStyleCrab
name,item_craftingresults_cooking_Spirit,Spirit,1,food,ItemTemplate_Crafting_Alchemy_Spirit
name,item_craftingresults_cooking_SwarmOfViridianWailcaps,Swarm of Viridian Wailcaps,1,food,ItemTemplate_Cooking_Custom_SoS_SwamOfViridianWailcaps
name,item_craftingresults_cooking_TheKraken,The Kraken,1,food,ItemTemplate_Cooking_Custom_TheKraken
name,item_craftingresults_cooking_VenisonStew,Venison Stew,1,food,ItemTemplate_Cooking_Custom_VenisonStew
name,item_craftingresults_cooking_Vodka,Moonshine,1,food,ItemTemplate_Crafting_Alchemy_Moonshine
name,item_craftingresults_cooking_Wine,Wine,2,food,ItemTemplate_Crafting_Alchemy_Wine | ItemTemplate_Crafting_Alchemy_Wine_Blueberry
name,item_craftingresults_cooking_WyrddeerStew,Wyrddeer Stew,1,food,ItemTemplate_Cooking_Custom_WyrddeerStew
name,item_crazyconsumable_BleederRogue,Bleeder Rogue,1,potion,ItemTemplate_CrazyConsumable_BleederRogue
name,item_crazyconsumable_FlameResin,Flame Resin,1,potion,ItemTemplate_CrazyConsumable_FlameResin
name,item_crazyconsumable_FoolsRush,Fool's Rush,1,potion,ItemTemplate_CrazyConsumable_FoolsRush
name,item_crazyconsumable_MossfromaCursedWell,Moss from a Cursed Well,1,potion,ItemTemplate_CrazyConsumable_MossfromaCursedWell
name,item_crazyconsumable_PurgingSteel,Purging Steel,1,potion,ItemTemplate_CrazyConsumable_PurgingSteel
name,item_keepersvigor,Keeper's Vigor,1,potion,ItemTemplate_Alchemy_KeepersVigor
name,item_special_alchemy_respecPotion,Origin Potion,1,potion,ItemTemplate_Alchemy_RespecPotion
